date,number_of_strikes,center_point_geom
2019-12-17,2,POINT(-84.6 30.3)
2019-12-17,2,POINT(-88.6 29.5)
2019-12-17,2,POINT(-91.2 26.4)
2019-12-17,2,POINT(-88.7 26.4)
2019-12-17,2,POINT(-79.5 29.4)
2019-12-17,2,POINT(-86.5 29.4)
2019-12-17,2,POINT(-90.4 26.3)
2019-12-17,2,POINT(-91.3 27.2)
2019-12-17,2,POINT(-81.8 23.4)
2019-12-17,2,POINT(-85.5 35.3)
2019-12-17,2,POINT(-83 28.8)
2019-12-17,2,POINT(-83.7 23.2)
2019-12-17,2,POINT(-84.2 30.6)
2019-12-17,2,POINT(-83.2 31.6)
2019-12-17,2,POINT(-82.4 31.6)
2019-12-17,2,POINT(-92.4 30.1)
2019-12-17,2,POINT(-88.1 28.7)
2019-12-17,2,POINT(-85 29.3)
2019-12-17,2,POINT(-91 31.2)
2019-12-17,2,POINT(-84.8 29.2)
2019-12-17,2,POINT(-90.9 25.7)
2019-12-17,2,POINT(-85 32.1)
2019-12-17,2,POINT(-85.3 31.4)
2019-12-17,2,POINT(-82.2 31.4)
2019-12-17,2,POINT(-93.2 29.7)
2019-12-17,2,POINT(-75.9 33.5)
2019-12-17,2,POINT(-81.9 33)
2019-12-17,2,POINT(-68.1 38.3)
2019-12-17,2,POINT(-87.1 34.4)
2019-12-17,2,POINT(-74.7 33.3)
2019-12-17,2,POINT(-84.9 30.3)
2019-12-17,2,POINT(-75.8 33.3)
2019-12-17,2,POINT(-85.5 34.3)
2019-12-17,2,POINT(-91.5 26.4)
2019-12-17,2,POINT(-84.2 32.4)
2019-12-17,2,POINT(-75 33.3)
2019-12-17,2,POINT(-85.1 31.7)
2019-12-17,2,POINT(-90.5 32.4)
2019-12-17,2,POINT(-85 27.2)
2019-12-17,2,POINT(-87.5 26.2)
2019-12-17,2,POINT(-87.1 28.1)
2019-12-17,2,POINT(-80.5 28.7)
2019-12-17,2,POINT(-91.9 26.2)
2019-12-17,2,POINT(-90.9 26.2)
2019-12-17,2,POINT(-90.3 26.2)
2019-12-17,2,POINT(-84 23.2)
2019-12-17,2,POINT(-82.1 31.6)
2019-12-17,2,POINT(-79.1 29.8)
2019-12-17,2,POINT(-84.3 22.3)
2019-12-17,2,POINT(-89.4 32.1)
2019-12-17,2,POINT(-86.1 25.5)
2019-12-17,2,POINT(-93 21.6)
2019-12-17,2,POINT(-81.2 21.4)
2019-12-17,2,POINT(-78.8 31)
2019-12-17,2,POINT(-85 36.4)
2019-12-17,2,POINT(-85.6 36.2)
2019-12-17,2,POINT(-85.5 36.2)
2019-12-17,2,POINT(-82.7 36.9)
2019-12-17,2,POINT(-85.7 31.8)
2019-12-17,2,POINT(-84.4 26.4)
2019-12-17,2,POINT(-88.9 27.3)
2019-12-17,2,POINT(-93.2 29.5)
2019-12-17,2,POINT(-89.9 26.4)
2019-12-17,2,POINT(-92 23.9)
2019-12-17,2,POINT(-86.5 34.9)
2019-12-17,2,POINT(-81 31.3)
2019-12-17,2,POINT(-92.1 26.2)
2019-12-17,2,POINT(-91.5 27.1)
2019-12-17,2,POINT(-85.2 35.1)
2019-12-17,2,POINT(-89.5 26.1)
2019-12-17,2,POINT(-84.3 27.8)
2019-12-17,2,POINT(-84.5 22.5)
2019-12-17,2,POINT(-81.3 33.8)
2019-12-17,2,POINT(-84.5 30.5)
2019-12-17,2,POINT(-82.8 31.1)
2019-12-17,2,POINT(-86.1 32.7)
2019-12-17,2,POINT(-84.7 31.5)
2019-12-17,2,POINT(-90.1 32.7)
2019-12-17,2,POINT(-83.7 34.9)
2019-12-17,2,POINT(-83.8 30.4)
2019-12-17,2,POINT(-82.2 25.4)
2019-12-17,2,POINT(-83.7 21.6)
2019-12-17,2,POINT(-82.9 21.5)
2019-12-17,2,POINT(-83.7 30.3)
2019-12-17,2,POINT(-85 32)
2019-12-17,2,POINT(-93.2 29.6)
2019-12-17,2,POINT(-91.1 31)
2019-12-17,2,POINT(-83.6 36.1)
2019-12-17,2,POINT(-85.5 36.8)
2019-12-17,2,POINT(-83.8 35.6)
2019-12-17,2,POINT(-89.2 26.5)
2019-12-17,2,POINT(-75 34.6)
2019-12-17,2,POINT(-91 27.3)
2019-12-17,2,POINT(-80.3 34.4)
2019-12-17,2,POINT(-86.4 34.9)
2019-12-17,2,POINT(-83.5 28.1)
2019-12-17,2,POINT(-80.3 30.6)
2019-12-17,2,POINT(-92.6 23.2)
2019-12-17,2,POINT(-84.1 22.8)
2019-12-17,2,POINT(-85.4 29.9)
2019-12-17,2,POINT(-74.4 33.7)
2019-12-17,2,POINT(-84.8 29.8)
2019-12-17,2,POINT(-94.7 25.6)
2019-12-17,2,POINT(-84.6 30.4)
2019-12-17,2,POINT(-90.9 31.9)
2019-12-17,2,POINT(-76.1 32.5)
2019-12-17,2,POINT(-85.8 28.4)
2019-12-17,2,POINT(-84 29.1)
2019-12-17,2,POINT(-83.5 30.3)
2019-12-17,2,POINT(-83 30.9)
2019-12-17,2,POINT(-85.7 21)
2019-12-17,2,POINT(-85.8 35)
2019-12-17,2,POINT(-88 26)
2019-12-17,2,POINT(-86.2 30.3)
2019-12-17,2,POINT(-88 29.5)
2019-12-17,2,POINT(-92 24.2)
2019-12-17,2,POINT(-75.9 34.4)
2019-12-17,2,POINT(-93.9 27.2)
2019-12-17,2,POINT(-90.3 31.3)
2019-12-17,2,POINT(-91.2 30.7)
2019-12-17,2,POINT(-87.5 28.8)
2019-12-17,2,POINT(-91.7 31.3)
2019-12-17,2,POINT(-87.1 35.3)
2019-12-17,2,POINT(-82.2 31.2)
2019-12-17,2,POINT(-77.7 32.9)
2019-12-17,2,POINT(-86.1 28.7)
2019-12-17,2,POINT(-94.4 26.9)
2019-12-17,2,POINT(-78.6 31.5)
2019-12-17,2,POINT(-85.4 27.6)
2019-12-17,2,POINT(-87.2 27.5)
2019-12-17,2,POINT(-89 31)
2019-12-17,2,POINT(-85.2 35)
2019-12-17,2,POINT(-69.6 38.9)
2019-12-17,2,POINT(-80.2 35.7)
2019-12-17,2,POINT(-85.2 35.8)
2019-12-17,2,POINT(-84.7 29.5)
2019-12-17,2,POINT(-84.2 29.5)
2019-12-17,2,POINT(-90.9 30.8)
2019-12-17,2,POINT(-90.2 30.8)
2019-12-17,2,POINT(-82.7 31.3)
2019-12-17,2,POINT(-83.7 30.2)
2019-12-17,2,POINT(-87.7 28.8)
2019-12-17,2,POINT(-84.3 27.1)
2019-12-17,2,POINT(-76.3 32.9)
2019-12-17,2,POINT(-83.6 31.2)
2019-12-17,2,POINT(-85.9 28.7)
2019-12-17,2,POINT(-75.2 33.9)
2019-12-17,2,POINT(-90.2 26.1)
2019-12-17,2,POINT(-86.6 28.6)
2019-12-17,2,POINT(-81.7 29.2)
2019-12-17,2,POINT(-76 33.8)
2019-12-17,2,POINT(-90.8 30.5)
2019-12-17,2,POINT(-83.2 35.2)
2019-12-17,2,POINT(-86.5 21.8)
2019-12-17,2,POINT(-83.8 32.6)
2019-12-17,2,POINT(-90.4 25.3)
2019-12-17,2,POINT(-81.7 31)
2019-12-17,2,POINT(-90.9 30)
2019-12-17,2,POINT(-90.6 30)
2019-12-17,2,POINT(-81 29)
2019-12-17,2,POINT(-85.1 23)
2019-12-17,2,POINT(-84.9 32)
2019-12-17,2,POINT(-83.2 36.1)
2019-12-17,2,POINT(-84.8 35.6)
2019-12-17,2,POINT(-83.9 27.3)
2019-12-17,2,POINT(-76.4 33.3)
2019-12-17,2,POINT(-76.6 33.3)
2019-12-17,2,POINT(-91.4 29.5)
2019-12-17,2,POINT(-82.9 28.2)
2019-12-17,2,POINT(-81.6 28.8)
2019-12-17,2,POINT(-87.5 26.3)
2019-12-17,2,POINT(-95.2 27.2)
2019-12-17,2,POINT(-90.4 31.7)
2019-12-17,2,POINT(-82 28.8)
2019-12-17,2,POINT(-83.1 31.2)
2019-12-17,2,POINT(-88.7 26.1)
2019-12-17,2,POINT(-90.8 31.6)
2019-12-17,2,POINT(-81.6 31.5)
2019-12-17,2,POINT(-85.4 32.7)
2019-12-17,2,POINT(-77.4 32.7)
2019-12-17,2,POINT(-88.1 32.1)
2019-12-17,2,POINT(-85.5 27.7)
2019-12-17,2,POINT(-89.4 31.1)
2019-12-17,2,POINT(-82.1 21.8)
2019-12-17,2,POINT(-88.1 32.6)
2019-12-17,2,POINT(-84.7 29.1)
2019-12-17,2,POINT(-82 21.6)
2019-12-17,2,POINT(-95 25.2)
2019-12-17,2,POINT(-83.3 30.8)
2019-12-17,2,POINT(-82.3 21)
2019-12-17,2,POINT(-88.1 27)
2019-12-17,2,POINT(-85 27)
2019-12-17,2,POINT(-92.2 22)
2019-12-17,2,POINT(-83.8 36.6)
2019-12-17,2,POINT(-86.6 24.4)
2019-12-17,2,POINT(-80.1 31.3)
2019-12-17,2,POINT(-75.1 33.2)
2019-12-17,2,POINT(-83.9 30.7)
2019-12-17,2,POINT(-90.2 26.3)
2019-12-17,2,POINT(-86.4 27.9)
2019-12-17,2,POINT(-86.2 31.2)
2019-12-17,2,POINT(-80.6 22.8)
2019-12-17,2,POINT(-85.5 31.6)
2019-12-17,2,POINT(-89.9 29.3)
2019-12-17,2,POINT(-87.8 26.8)
2019-12-17,2,POINT(-93 29.9)
2019-12-17,2,POINT(-83.2 31.1)
2019-12-17,2,POINT(-86.9 25.7)
2019-12-17,2,POINT(-92.4 22.1)
2019-12-17,2,POINT(-76.5 33.6)
2019-12-17,2,POINT(-88.4 26.6)
2019-12-17,2,POINT(-81.8 30.9)
2019-12-17,2,POINT(-90.2 25.3)
2019-12-17,2,POINT(-92.8 29.1)
2019-12-17,2,POINT(-93.8 22)
2019-12-17,2,POINT(-85.2 35.9)
2019-12-17,2,POINT(-85.7 35.5)
2019-12-17,2,POINT(-81.4 29.5)
2019-12-17,2,POINT(-84.5 29.5)
2019-12-17,2,POINT(-76.7 33.4)
2019-12-17,2,POINT(-75.2 34.3)
2019-12-17,2,POINT(-91.7 29.5)
2019-12-17,2,POINT(-88.7 28.9)
2019-12-17,2,POINT(-82.8 23.9)
2019-12-17,2,POINT(-85.3 35.3)
2019-12-17,2,POINT(-79.1 31.6)
2019-12-17,2,POINT(-84 31.7)
2019-12-17,2,POINT(-77.2 32.9)
2019-12-17,2,POINT(-73.9 33.9)
2019-12-17,2,POINT(-84.2 27.9)
2019-12-17,2,POINT(-83.7 27.9)
2019-12-17,2,POINT(-74.4 34.7)
2019-12-17,2,POINT(-85.6 29.9)
2019-12-17,2,POINT(-93 30.1)
2019-12-17,2,POINT(-84.7 25.9)
2019-12-17,2,POINT(-81.9 33.8)
2019-12-17,2,POINT(-82.6 31.5)
2019-12-17,2,POINT(-81.2 29.2)
2019-12-17,2,POINT(-82.5 28.5)
2019-12-17,2,POINT(-85.5 34.9)
2019-12-17,2,POINT(-84.1 30.9)
2019-12-17,2,POINT(-85.2 33.5)
2019-12-17,2,POINT(-84.7 28.4)
2019-12-17,2,POINT(-81.6 30.8)
2019-12-17,2,POINT(-85.2 31)
2019-12-17,2,POINT(-84.4 28)
2019-12-17,2,POINT(-84.9 36.3)
2019-12-17,2,POINT(-71.6 37.5)
2019-12-17,2,POINT(-84.1 35.7)
2019-12-17,2,POINT(-83.2 35.7)
2019-12-17,2,POINT(-81.6 35.4)
2019-12-17,2,POINT(-91.9 24.7)
2019-12-17,2,POINT(-85 30.3)
2019-12-17,2,POINT(-83.2 30.7)
2019-12-17,2,POINT(-87.3 30.2)
2019-12-17,2,POINT(-95.1 27.2)
2019-12-17,2,POINT(-86 34.9)
2019-12-17,2,POINT(-85 34.9)
2019-12-17,2,POINT(-84.7 32.3)
2019-12-17,2,POINT(-83.7 27.1)
2019-12-17,2,POINT(-79.3 31.6)
2019-12-17,2,POINT(-79.1 30.6)
2019-12-17,2,POINT(-81.3 31.6)
2019-12-17,2,POINT(-78.2 32.2)
2019-12-17,2,POINT(-88.3 26.9)
2019-12-17,2,POINT(-85.2 31.6)
2019-12-17,2,POINT(-91.3 31.2)
2019-12-17,2,POINT(-83.1 30.5)
2019-12-17,2,POINT(-80.9 27.7)
2019-12-17,2,POINT(-74.8 33.7)
2019-12-17,2,POINT(-88.9 27.5)
2019-12-17,2,POINT(-89.2 31.4)
2019-12-17,2,POINT(-85.2 27.4)
2019-12-17,2,POINT(-82.7 30.8)
2019-12-17,2,POINT(-87.1 34)
2019-12-17,2,POINT(-75.3 33)
2019-12-17,2,POINT(-70.1 38.8)
2019-12-17,2,POINT(-83.7 36.8)
2019-12-17,2,POINT(-82.2 24.4)
2019-12-17,2,POINT(-84.7 34.3)
2019-12-17,2,POINT(-83.6 28.2)
2019-12-17,2,POINT(-83.5 23.6)
2019-12-17,2,POINT(-86.1 28.8)
2019-12-17,2,POINT(-86.7 26.2)
2019-12-17,2,POINT(-79.4 30.6)
2019-12-17,2,POINT(-87 29.9)
2019-12-17,2,POINT(-90.2 25.8)
2019-12-17,2,POINT(-89.8 31.5)
2019-12-17,2,POINT(-90.3 25.4)
2019-12-17,2,POINT(-86.6 32.6)
2019-12-17,2,POINT(-90.1 31.4)
2019-12-17,2,POINT(-84.5 34.4)
2019-12-17,2,POINT(-78.8 30)
2019-12-17,2,POINT(-70.6 38)
2019-12-17,2,POINT(-79.4 18.7)
2019-12-17,2,POINT(-84.4 35.9)
2019-12-17,2,POINT(-82.3 36.9)
2019-12-17,2,POINT(-86.5 35.5)
2019-12-17,2,POINT(-83.7 35.4)
2019-12-17,2,POINT(-86.7 24.5)
2019-12-17,2,POINT(-77.5 32.4)
2019-12-17,2,POINT(-88.8 26.4)
2019-12-17,2,POINT(-75.2 34.4)
2019-12-17,2,POINT(-85.2 26.3)
2019-12-17,2,POINT(-87.4 35.2)
2019-12-17,2,POINT(-84.5 31.7)
2019-12-17,2,POINT(-91.2 30.2)
2019-12-17,2,POINT(-84 23.6)
2019-12-17,2,POINT(-83.1 34.8)
2019-12-17,2,POINT(-81.4 34.1)
2019-12-17,2,POINT(-81.7 23.3)
2019-12-17,2,POINT(-81.8 28.7)
2019-12-17,2,POINT(-86.1 35.1)
2019-12-17,2,POINT(-87.7 30.6)
2019-12-17,2,POINT(-94.3 28.7)
2019-12-17,2,POINT(-82.9 31.1)
2019-12-17,2,POINT(-77.8 31.9)
2019-12-17,2,POINT(-86.3 29.7)
2019-12-17,2,POINT(-84.8 29.7)
2019-12-17,2,POINT(-82.3 30.4)
2019-12-17,2,POINT(-92.5 29.7)
2019-12-17,2,POINT(-85.4 26.5)
2019-12-17,2,POINT(-83.5 21.4)
2019-12-17,2,POINT(-78.2 31)
2019-12-17,2,POINT(-82.7 37)
2019-12-17,2,POINT(-79.1 29)
2019-12-17,2,POINT(-84.8 35)
2019-12-17,2,POINT(-84.3 36.1)
2019-12-17,2,POINT(-85.8 35.6)
2019-12-17,2,POINT(-83.6 34.5)
2019-12-17,2,POINT(-89.3 30.8)
2019-12-17,2,POINT(-87.7 30.3)
2019-12-17,2,POINT(-89.4 29.5)
2019-12-17,2,POINT(-88 28.9)
2019-12-17,2,POINT(-88.2 28.2)
2019-12-17,2,POINT(-74.3 35.2)
2019-12-17,2,POINT(-89.5 32.3)
2019-12-17,2,POINT(-81.4 30.5)
2019-12-17,2,POINT(-93.1 29.9)
2019-12-17,2,POINT(-83.3 30.5)
2019-12-17,2,POINT(-87.7 30.5)
2019-12-17,2,POINT(-91.3 30.5)
2019-12-17,2,POINT(-92.9 29.2)
2019-12-17,2,POINT(-85 29.8)
2019-12-17,2,POINT(-81.1 31.4)
2019-12-17,2,POINT(-84.4 31.9)
2019-12-17,2,POINT(-85.3 31.9)
2019-12-17,2,POINT(-91 29.7)
2019-12-17,2,POINT(-91.6 29.7)
2019-12-17,2,POINT(-76.7 33.5)
2019-12-17,2,POINT(-75.7 33.5)
2019-12-17,2,POINT(-75.9 32.5)
2019-12-17,2,POINT(-91.1 30.4)
2019-12-17,2,POINT(-83.9 30.8)
2019-12-17,2,POINT(-83.2 35)
2019-12-17,2,POINT(-86.3 34)
2019-12-17,2,POINT(-87 33)
2019-12-17,2,POINT(-86.9 33)
2019-12-17,2,POINT(-85.7 21.2)
2019-12-17,2,POINT(-85.3 36.1)
2019-12-17,2,POINT(-69.7 38.1)
2019-12-17,2,POINT(-84 36.1)
2019-12-17,2,POINT(-84.1 35.6)
2019-12-17,2,POINT(-83.3 35.6)
2019-12-17,2,POINT(-82.8 36.5)
2019-12-17,2,POINT(-73.5 35.5)
2019-12-17,2,POINT(-94.8 27.4)
2019-12-17,2,POINT(-73.8 34.1)
2019-12-17,2,POINT(-92.2 30.2)
2019-12-17,2,POINT(-81.8 29.3)
2019-12-17,2,POINT(-82.6 29.9)
2019-12-17,2,POINT(-88.2 28.7)
2019-12-17,2,POINT(-87.2 28.6)
2019-12-17,2,POINT(-84.8 27.7)
2019-12-17,2,POINT(-75.8 32.7)
2019-12-17,2,POINT(-87.9 29.2)
2019-12-17,2,POINT(-88.8 31.1)
2019-12-17,2,POINT(-90 29.2)
2019-12-17,2,POINT(-84.7 34.9)
2019-12-17,2,POINT(-85.8 34.8)
2019-12-17,2,POINT(-91.9 30.9)
2019-12-17,2,POINT(-67.7 38.4)
2019-12-17,2,POINT(-68.8 38.2)
2019-12-17,2,POINT(-71.5 37.8)
2019-12-17,2,POINT(-80.6 35.4)
2019-12-17,2,POINT(-81.3 21.3)
2019-12-17,2,POINT(-87.8 28.9)
2019-12-17,2,POINT(-83.7 34.4)
2019-12-17,2,POINT(-84.7 28.2)
2019-12-17,2,POINT(-84.3 28.2)
2019-12-17,2,POINT(-85.6 28.8)
2019-12-17,2,POINT(-88.1 26.3)
2019-12-17,2,POINT(-86.6 35.3)
2019-12-17,2,POINT(-85.7 35.3)
2019-12-17,2,POINT(-84.9 29.9)
2019-12-17,2,POINT(-89.6 26.1)
2019-12-17,2,POINT(-90.3 32.2)
2019-12-17,2,POINT(-73.9 33.7)
2019-12-17,2,POINT(-90.7 30.5)
2019-12-17,2,POINT(-76.4 33.7)
2019-12-17,2,POINT(-86.1 33.6)
2019-12-17,2,POINT(-78.2 31.4)
2019-12-17,2,POINT(-86.7 32.5)
2019-12-17,2,POINT(-91.6 30)
2019-12-17,2,POINT(-87 30)
2019-12-17,2,POINT(-74 35)
2019-12-17,2,POINT(-90.1 27)
2019-12-17,2,POINT(-86.7 26)
2019-12-17,2,POINT(-84.4 35.3)
2019-12-17,2,POINT(-83.9 35.9)
2019-12-17,2,POINT(-86.6 35.8)
2019-12-17,2,POINT(-84.7 35.8)
2019-12-17,2,POINT(-80.7 35.5)
2019-12-17,2,POINT(-87 34.6)
2019-12-17,2,POINT(-81.3 33.4)
2019-12-17,2,POINT(-86.3 29.5)
2019-12-17,2,POINT(-83.6 31.7)
2019-12-17,2,POINT(-85.7 30.7)
2019-12-17,2,POINT(-89 31.3)
2019-12-17,2,POINT(-85.4 22.9)
2019-12-17,2,POINT(-84 32.2)
2019-12-17,2,POINT(-86.9 29.9)
2019-12-17,2,POINT(-81.4 31.1)
2019-12-17,2,POINT(-76.7 32.7)
2019-12-17,2,POINT(-85.9 31.5)
2019-12-17,2,POINT(-87.9 32.1)
2019-12-17,2,POINT(-92.3 29.2)
2019-12-17,2,POINT(-84.7 28.5)
2019-12-17,2,POINT(-83 21.7)
2019-12-17,2,POINT(-84.9 29.6)
2019-12-17,2,POINT(-84.2 34.4)
2019-12-17,2,POINT(-83.7 37)
2019-12-17,2,POINT(-85.9 33)
2019-12-17,2,POINT(-84.7 35.3)
2019-12-17,2,POINT(-86 36.3)
2019-12-17,2,POINT(-86.1 35.8)
2019-12-17,2,POINT(-83.1 37.1)
2019-12-17,2,POINT(-84.6 36.5)
2019-12-17,2,POINT(-87.6 30.8)
2019-12-17,2,POINT(-82.9 31.8)
2019-12-17,2,POINT(-91.3 30.8)
2019-12-17,2,POINT(-84.5 27.2)
2019-12-17,2,POINT(-84.8 27.2)
2019-12-17,2,POINT(-82.6 28.8)
2019-12-17,2,POINT(-75.1 34.1)
2019-12-17,2,POINT(-90.3 31.7)
2019-12-17,2,POINT(-86.2 27.9)
2019-12-17,2,POINT(-79.4 31.5)
2019-12-17,2,POINT(-90.3 26.8)
2019-12-17,2,POINT(-92.8 29.8)
2019-12-17,2,POINT(-88.1 31.9)
2019-12-17,2,POINT(-74.7 33.5)
2019-12-17,2,POINT(-89.1 33.6)
2019-12-17,2,POINT(-89.2 27.5)
2019-12-17,2,POINT(-87.5 27.5)
2019-12-17,2,POINT(-92.5 29.1)
2019-12-17,2,POINT(-93.6 21.5)
2019-12-17,2,POINT(-86.5 34)
2019-12-17,2,POINT(-81.1 22)
2019-12-17,2,POINT(-70 38.9)
2019-12-17,2,POINT(-83.3 36.1)
2019-12-17,2,POINT(-84.1 37.8)
2019-12-17,2,POINT(-84.3 36.8)
2019-12-17,2,POINT(-83.8 34.8)
2019-12-17,2,POINT(-83.9 29.3)
2019-12-17,2,POINT(-74.9 33.9)
2019-12-17,2,POINT(-90.6 29.9)
2019-12-17,2,POINT(-85.4 27.8)
2019-12-17,2,POINT(-85.6 22.4)
2019-12-17,2,POINT(-74.6 33.7)
2019-12-17,2,POINT(-90.3 32.1)
2019-12-17,2,POINT(-91.6 25.6)
2019-12-17,2,POINT(-85.9 29.7)
2019-12-17,2,POINT(-86.6 28.5)
2019-12-17,2,POINT(-91.1 25.5)
2019-12-17,2,POINT(-83 28.5)
2019-12-17,2,POINT(-84.3 28.4)
2019-12-17,2,POINT(-82.3 30.8)
2019-12-17,2,POINT(-78.1 31)
2019-12-17,2,POINT(-84.3 30)
2019-12-17,2,POINT(-83.7 36.9)
2019-12-17,2,POINT(-85.1 36.4)
2019-12-17,2,POINT(-92.1 24.3)
2019-12-17,2,POINT(-76.2 33.3)
2019-12-17,2,POINT(-79 30.8)
2019-12-17,2,POINT(-88.2 27.2)
2019-12-17,2,POINT(-87.5 30.7)
2019-12-17,2,POINT(-93.7 28.8)
2019-12-17,2,POINT(-87.2 28.1)
2019-12-17,2,POINT(-81.5 31.2)
2019-12-17,2,POINT(-82.8 28.7)
2019-12-17,2,POINT(-84.2 29.2)
2019-12-17,2,POINT(-84.8 32.1)
2019-12-17,2,POINT(-77.9 32.7)
2019-12-17,2,POINT(-80.9 21.9)
2019-12-17,2,POINT(-86 32.7)
2019-12-17,2,POINT(-83.1 32.5)
2019-12-17,2,POINT(-82.3 19.4)
2019-12-17,2,POINT(-75.2 34)
2019-12-17,2,POINT(-87.4 27)
2019-12-17,2,POINT(-82.4 32)
2019-12-17,2,POINT(-91.5 24)
2019-12-17,2,POINT(-83.7 36.2)
2019-12-17,2,POINT(-85.7 35.7)
2019-12-17,2,POINT(-89.5 30.8)
2019-12-17,2,POINT(-82.8 31.8)
2019-12-17,2,POINT(-82.3 30.2)
2019-12-17,2,POINT(-81.4 34.2)
2019-12-17,2,POINT(-84.1 23.1)
2019-12-17,2,POINT(-86.9 31.2)
2019-12-17,2,POINT(-86.9 30.6)
2019-12-17,2,POINT(-79.1 31.1)
2019-12-17,2,POINT(-81.4 31.5)
2019-12-17,2,POINT(-79.8 31.5)
2019-12-17,2,POINT(-82.5 31.1)
2019-12-17,2,POINT(-91.4 30.5)
2019-12-17,2,POINT(-82 31.5)
2019-12-17,2,POINT(-90.2 29.2)
2019-12-17,2,POINT(-84.3 28.5)
2019-12-17,2,POINT(-79.7 29.1)
2019-12-17,2,POINT(-84.3 29.1)
2019-12-17,2,POINT(-85.3 34.8)
2019-12-17,2,POINT(-78.3 30.9)
2019-12-17,2,POINT(-83.4 30.9)
2019-12-17,2,POINT(-87.6 27.4)
2019-12-17,2,POINT(-93.1 29.1)
2019-12-17,2,POINT(-86.5 29)
2019-12-17,2,POINT(-86.7 33)
2019-12-17,2,POINT(-69 38.2)
2019-12-17,2,POINT(-84.3 37.7)
2019-12-17,2,POINT(-83.8 37.6)
2019-12-17,2,POINT(-72.3 36.7)
2019-12-17,2,POINT(-84.9 36.4)
2019-12-17,2,POINT(-89.1 28.4)
2019-12-17,2,POINT(-84.2 31.8)
2019-12-17,2,POINT(-87.8 29.4)
2019-12-17,2,POINT(-85 29.4)
2019-12-17,2,POINT(-87 26.3)
2019-12-17,2,POINT(-85.3 27.1)
2019-12-17,2,POINT(-84.4 30.6)
2019-12-17,2,POINT(-86.3 31.2)
2019-12-17,2,POINT(-87.1 32.9)
2019-12-17,2,POINT(-85.3 31.6)
2019-12-17,2,POINT(-92.1 29.3)
2019-12-17,2,POINT(-89 28.7)
2019-12-17,2,POINT(-83.3 34.6)
2019-12-17,2,POINT(-89.9 32.8)
2019-12-17,2,POINT(-92.7 29.8)
2019-12-17,2,POINT(-84 32.1)
2019-12-17,2,POINT(-89.8 29.2)
2019-12-17,2,POINT(-86.7 25.5)
2019-12-17,2,POINT(-74.9 33.5)
2019-12-17,2,POINT(-82.1 31.4)
2019-12-17,2,POINT(-88.3 26.5)
2019-12-17,2,POINT(-84.1 37)
2019-12-17,2,POINT(-86 36)
2019-12-17,2,POINT(-84.1 35)
2019-12-17,2,POINT(-88.9 29)
2019-12-17,2,POINT(-87.3 33)
2019-12-17,2,POINT(-83 21.3)
2019-12-17,2,POINT(-69.1 38.2)
2019-12-17,2,POINT(-68.7 38.3)
2019-12-17,2,POINT(-72.2 37.5)
2019-12-17,2,POINT(-84 36.6)
2019-12-17,2,POINT(-81.2 28.9)
2019-12-17,2,POINT(-91.3 24.7)
2019-12-17,2,POINT(-91.1 24.7)
2019-12-17,2,POINT(-87 30.3)
2019-12-17,2,POINT(-85.7 34.2)
2019-12-17,2,POINT(-85.4 33.1)
2019-12-17,2,POINT(-90.6 27.1)
2019-12-17,2,POINT(-85.5 32.9)
2019-12-17,2,POINT(-77.4 32.9)
2019-12-17,2,POINT(-90.1 29.3)
2019-12-17,2,POINT(-82.4 32.1)
2019-12-17,2,POINT(-87 25.6)
2019-12-17,2,POINT(-94 21.9)
2019-12-17,2,POINT(-89.2 26.6)
2019-12-17,2,POINT(-92.2 25.1)
2019-12-17,2,POINT(-85.5 30)
2019-12-17,2,POINT(-84.8 30)
2019-12-17,2,POINT(-79.1 30)
2019-12-17,2,POINT(-85.1 35)
2019-12-17,2,POINT(-82.7 24)
2019-12-17,2,POINT(-86.1 36.2)
2019-12-17,2,POINT(-85.8 36.2)
2019-12-17,2,POINT(-85.3 36.4)
2019-12-17,2,POINT(-81.3 28.9)
2019-12-17,2,POINT(-76.5 33.2)
2019-12-17,2,POINT(-89.2 32.4)
2019-12-17,2,POINT(-83.5 34.1)
2019-12-17,2,POINT(-88 27.1)
2019-12-17,2,POINT(-92.3 29.3)
2019-12-17,2,POINT(-84.4 29.8)
2019-12-17,2,POINT(-89.9 33.8)
2019-12-17,2,POINT(-87.5 29.2)
2019-12-17,2,POINT(-80.8 29.1)
2019-12-17,2,POINT(-79.1 31.8)
2019-12-17,2,POINT(-83.9 31)
2019-12-17,2,POINT(-92.4 29)
2019-12-17,2,POINT(-84.5 28)
2019-12-17,2,POINT(-83.5 35.5)
2019-12-17,2,POINT(-81.9 35.4)
2019-12-17,2,POINT(-82.2 28.9)
2019-12-17,2,POINT(-75.2 33.2)
2019-12-17,2,POINT(-82.9 30.7)
2019-12-17,2,POINT(-87.6 27.2)
2019-12-17,2,POINT(-86.1 30.2)
2019-12-17,2,POINT(-86.8 30.7)
2019-12-17,2,POINT(-89.6 27.2)
2019-12-17,2,POINT(-75.8 34.1)
2019-12-17,2,POINT(-94.2 28.8)
2019-12-17,2,POINT(-82.4 30.6)
2019-12-17,2,POINT(-84.5 35.1)
2019-12-17,2,POINT(-86.4 32.9)
2019-12-17,2,POINT(-75.8 32.8)
2019-12-17,2,POINT(-92 30.1)
2019-12-17,2,POINT(-86.8 28.7)
2019-12-17,2,POINT(-80.8 30.5)
